letter_number,name,drainage,elevation_ft,size_acres,max_depth_ft,fish_species,fishing_pressure,low_pressure,remote_access,natural_repro,infrequent_stocking,big_fish_mentioned,productive_depth,elevation_sweet_spot,size_sweet_spot,tiger_trout,grayling,cutthroat,good_habitat,total_score,notes
GR-150,Gilbert,Beaver Creek Drainage,10905,15.2,2,"Brookies, Cutthroats",Moderate,0,0,1,0,0,0,0,1,0,0,1,1,4,"natural repro, good size (15.2ac), cutthroat, good habitat"
GR-152,,Beaver Creek Drainage,11295,4.8,13,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,1,4,"light pressure, infrequent stocking, good size (4.8ac), good habitat"
GR-154,,Beaver Creek Drainage,10930,2.1,6,Brookies,Low,0,1,0,1,0,0,0,1,0,0,0,1,4,"remote/off-trail, infrequent stocking, good size (2.1ac), good habitat"
GR-160,,Beaver Creek Drainage,9230,4.8,50,Brookies,Low,0,0,0,0,0,1,1,1,0,0,0,1,4,"good depth (50ft), good elev (9230ft), good size (4.8ac), good habitat"
GR-162,,Beaver Creek Drainage,9344,6.5,18,Brookies,Low,0,0,0,0,0,1,1,1,0,0,0,1,4,"good depth (18ft), good elev (9344ft), good size (6.5ac), good habitat"
GR-172,,Beaver Creek Drainage,9490,3.6,15,Brookies,Low,0,0,0,0,0,1,1,1,0,0,0,1,4,"big fish potential, good depth (15ft), good elev (9490ft), good size (3.6ac), good habitat"
GR-173,,Beaver Creek Drainage,9490,3.9,27,Brookies,Low,0,0,0,0,0,1,1,1,0,0,0,1,4,"good depth (27ft), good elev (9490ft), good size (3.9ac), good habitat"
GR-2,Tamarack,Sheep/Carter Creek Drainages,10429,79.1,90,"Brookies, Cutthroats, Tigers",High,0,0,0,0,0,0,1,0,1,0,1,1,4,"big fish potential, good elev (10429ft), tigers, cutthroat, good habitat"
GR-28,Upper Potter,Sheep/Carter Creek Drainages,,4.3,28,"Brookies*, Cutthroats",High,0,0,0,0,0,1,0,1,0,0,1,1,4,"big fish potential, good depth (28ft), good size (4.3ac), cutthroat, good habitat"
GR-42,Goose #1,Ashley Creek Drainage,10240,3.8,13,,,1,0,0,0,0,0,1,1,0,0,0,1,4,"Light pressure, Good elevation, Good size, Good habitat"
GR-48,Little Blue,Ashley Creek Drainage,11215,3.2,6,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,1,4,"Light pressure, Infrequent stocking, Good size, Good habitat"
GR-52,,Ashley Creek Drainage,10515,2.1,4,Brookies,Moderate,0,0,1,0,0,0,1,1,0,0,0,1,4,"Natural repro, Good elevation, Good size, Good habitat"
GR-62,Bert,Ashley Creek Drainage,10220,3.7,11,"Brookies, Grayling",Low,1,0,0,0,0,0,1,1,0,1,0,0,4,"Light pressure, Good elevation, Good size, Grayling"
GR-63,Chimney Rock,Ashley Creek Drainage,10540,6.5,16,,,0,1,0,0,0,1,1,1,0,0,0,0,4,"Remote/off-trail, Big fish potential, Good depth, Good elevation, Good size"
LF-2,Crater,Lake Fork Drainage,10480,40.7,20,,,0,1,0,0,0,1,1,0,0,0,0,1,4,Remote/off-trail; Big fish potential; Good depth (20ft); Good elevation; Good habitat
LF-35,,Lake Fork Drainage,,1.0,6,Brookies,Low,1,1,1,0,0,0,0,0,0,0,0,1,4,Light pressure; Remote/off-trail; Natural repro; Good habitat
LF-37,,Lake Fork Drainage,10700,1.9,3,Brookies,Low,1,0,0,1,0,0,1,0,0,0,0,1,4,Light pressure; Infrequent stocking; Good elevation; Good habitat
LF-43,,Lake Fork Drainage,10820,1.4,4,Brookies,Low,1,1,0,1,0,0,0,0,0,0,0,1,4,Light pressure; Remote/off-trail; Infrequent stocking; Good habitat
LF-44,East Slide,Lake Fork Drainage,,5.0,,Brookies,Low,1,1,0,1,0,0,0,1,0,0,0,0,4,Light pressure; Remote/off-trail; Infrequent stocking; Good size (5.0ac)
P-60,Shingle Creek West,Provo River Drainage,9940,5.0,12,Brookies,Moderate,1,0,0,0,0,0,1,1,0,0,0,1,4,Light pressure; Good elevation; Good size; Good habitat
P-8,Norway Flats,Provo River Drainage,9900,3.0,16,,,0,0,0,0,0,1,1,1,0,0,0,1,4,Good depth; Good elevation; Good size; Good habitat
RC-20,Survey,Rock Creek Drainage,10700,6.0,12,Brookies,Low,1,0,0,0,0,0,1,1,0,0,0,1,4,Light pressure; Good elevation; Good size; Good habitat
RC-3,Huntley,Rock Creek Drainage,10460,1.2,9,Brookies,Low,1,0,1,0,0,0,1,0,0,0,0,1,4,Light pressure; Natural repro; Good elevation; Good habitat
U-1,Chain 3 (upper),Uinta River Drainage,10623,51.0,44,Brookies,Moderate,0,0,1,1,0,1,1,0,0,0,0,0,4,"Natural repro, Infrequent stocking, Good depth, Good elevation"
U-17,Carrot,Uinta River Drainage,10830,31.0,31,Brookies,Low,1,0,0,1,0,1,0,0,0,0,0,1,4,"Light pressure, Infrequent stocking, Big fish potential, Good depth, Good habitat"
U-18,B-29 Lake,Uinta River Drainage,10740,19.0,7,,,1,0,0,0,0,0,1,1,0,0,0,1,4,"Light pressure, Big fish potential, Good elevation, Good size, Good habitat"
U-2,Chain 2 (middle),Uinta River Drainage,10605,14.4,13,Brookies,Moderate,0,0,1,1,0,0,1,1,0,0,0,0,4,"Natural repro, Infrequent stocking, Good elevation, Good size"
U-34,Davis South,Uinta River Drainage,11020,6.1,4,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,1,4,"Light pressure, Infrequent stocking, Big fish potential, Good size, Good habitat"
U-35,,Uinta River Drainage,11110,4.4,5,"Brookies, Cutthroats",Moderate,0,0,1,0,0,0,0,1,0,0,1,1,4,"Natural repro, Good size, Cutthroat, Good habitat"
U-42,,Uinta River Drainage,11350,7.6,7,Cutthroats,Low,1,0,0,1,0,0,0,1,0,0,1,0,4,"Light pressure, Infrequent stocking, Good size, Cutthroat"
U-45,,Uinta River Drainage,11425,5.0,5,Cutthroats,Low,1,0,0,1,0,0,0,1,0,0,1,0,4,"Light pressure, Infrequent stocking, Good size, Cutthroat"
U-47,Fox,Uinta River Drainage,10790,102.0,47,"Brookies, Cutthroats",Moderate,0,0,0,1,0,1,1,0,0,0,1,0,4,"Infrequent stocking, Big fish potential, Good depth, Good elevation, Cutthroat"
U-48,Crescent,Uinta River Drainage,10830,31.0,23,"Brookies, Cutthroats",Moderate high,0,0,0,1,0,1,0,0,0,0,1,1,4,"Infrequent stocking, Big fish potential, Good depth, Cutthroat, Good habitat"
U-49,Dollar,Uinta River Drainage,10704,11.5,6,Brookies,Moderate,0,0,1,0,0,0,1,1,0,0,0,1,4,"Natural repro, Big fish potential, Good elevation, Good size, Good habitat"
U-88,,Uinta River Drainage,11030,14.0,18,Brookies,Low,1,0,1,0,0,1,0,1,0,0,0,0,4,"Light pressure, Natural repro, Big fish potential, Good depth, Good size"
U-89,,Uinta River Drainage,11037,11.5,15,Brookies,Low,1,0,0,1,0,1,0,1,0,0,0,0,4,"Light pressure, Infrequent stocking, Good depth, Good size"
U-93,,Uinta River Drainage,11402,11.1,8,Cutthroats,Very low,0,1,0,1,0,0,0,1,0,0,1,0,4,"Remote/off-trail, Infrequent stocking, Good size, Cutthroat"
U-94,Albert,Uinta River Drainage,10826,7.0,8,Cutthroats,Low,0,1,1,0,0,0,0,1,0,0,1,0,4,"Remote/off-trail, Natural repro, Good size, Cutthroat"
W-23,Lovenia,Weber River Drainage,10300,2.5,11,Brookies,High,0,0,0,1,0,0,1,1,0,0,0,1,4,Infrequent stocking; Big fish potential; Good elevation; Good size; Good habitat
W-32,Olsen,Weber River Drainage,10220,7.0,13,Brookies,Moderate,0,1,0,0,0,0,1,1,0,0,0,1,4,Remote/off-trail; Good elevation; Good size; Good habitat
W-38,Reids,Weber River Drainage,10340,3.0,8,Brookies,Low,1,0,0,0,0,0,1,1,0,0,0,1,4,Light pressure; Good elevation; Good size; Good habitat
W-39,Fran,Weber River Drainage,10060,3.0,8,Brookies,Moderate,0,0,1,0,0,0,1,1,0,0,0,1,4,Natural repro; Good elevation; Good size; Good habitat
W-46,Cuberant #5,Weber River Drainage,,5.0,15,Unknown,Low,1,0,1,0,0,1,0,1,0,0,0,0,4,Light pressure; Natural repro; Good depth; Good size
W-57,,Weber River Drainage,,3.0,8,Brookies,Moderate,0,1,1,0,0,0,0,1,0,0,0,1,4,Remote/off-trail; Natural repro; Good size; Good habitat
W-59,,Weber River Drainage,,4.0,10,Brookies,Moderate,0,1,0,1,0,0,0,1,0,0,0,1,4,Remote/off-trail; Infrequent stocking; Good size; Good habitat
WR-1,Robb L,Weber River Drainage,,,,"Brookies, Cutthroats",,1,0,0,1,0,0,0,0,0,0,1,1,4,Light pressure; Infrequent stocking; Cutthroats; Good habitat
WR-13,Pole Creek Lake,White Rocks Drainage,10200,5.0,10,"Rainbows, Tigers",High,0,0,1,0,0,0,1,1,1,0,0,0,4,"Natural repro, Good elevation, Good size, Tigers"
WR-29,Dead,White Rocks Drainage,,,,Brookies,,1,1,1,0,0,0,0,0,0,0,0,1,4,"Light pressure, Remote/off-trail, Natural repro, Good habitat"
WR-36,Rassmussen #2,White Rocks Drainage,10500,14.0,8,Brookies,Moderate,1,0,0,1,0,0,1,1,0,0,0,0,4,"Light pressure, Infrequent stocking, Good elevation, Good size"
WR-58,Elbow,White Rocks Drainage,10910,27.4,17,Brookies,Moderate,0,1,0,1,0,1,0,0,0,0,0,1,4,"Remote/off-trail, Infrequent stocking, Big fish potential, Good depth, Good habitat"
WR-63,Hidden,White Rocks Drainage,10500,13.2,27,Brookies,Moderate,0,0,0,0,0,1,1,1,0,0,0,1,4,"Good depth, Good elevation, Good size, Good habitat"
WR-7,Cleveland,White Rocks Drainage,10700,23.1,6,"Brookies, Cutthroats",High,0,0,0,1,0,0,1,0,0,0,1,1,4,"Infrequent stocking, Good elevation, Cutthroat, Good habitat"
WR-74,,White Rocks Drainage,11000,3.4,14,"Brookies*, Cutthroats",Low,1,0,0,0,0,0,0,1,0,0,1,1,4,"Light pressure, Good size, Cutthroat, Good habitat"
X-12,Sonny,Duchesne River Drainage,10460,5.0,13,Brookies,Low,1,0,0,0,0,0,1,1,0,0,0,1,4,Light pressure; Good elevation; Good size (5.0ac); Good habitat
X-123,Doug,Rock Creek Drainage,11060,1.0,8,Cutthroats,Low,1,0,1,0,0,0,0,0,0,0,1,1,4,Light pressure; Natural repro; Big fish potential; Cutthroats; Good habitat
X-128,Gladys,Rock Creek Drainage,10900,7.5,6,Brookies,Moderate,1,0,0,1,0,0,0,1,0,0,0,1,4,Light pressure; Infrequent stocking; Good size; Good habitat
X-129,Margie,Rock Creek Drainage,,7.5,11,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,1,4,Light pressure; Infrequent stocking; Good size; Good habitat
X-130,Rosalie,Rock Creek Drainage,10910,8.1,8,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,1,4,Light pressure; Infrequent stocking; Big fish potential; Good size; Good habitat
X-21,Carrol East,Swift Creek Drainage,,10.0,19,Cutthroats,Moderate,0,0,0,1,0,1,0,1,0,0,1,0,4,"infrequent stocking, good depth (19ft), good size (10.0ac), cutthroat"
X-22,Pinto,Rock Creek Drainage,10020,9.0,8,"Brookies, Cutthroats",Moderate,0,0,0,0,0,0,1,1,0,0,1,1,4,Big fish potential; Good elevation; Good size; Cutthroats; Good habitat
X-37,Lilly Pad,Lake Fork Drainage,10275,1.4,8,"Brookies, Cutthroats",Moderate,0,0,1,0,0,0,1,0,0,0,1,1,4,Natural repro; Good elevation; Cutthroat; Good habitat
X-42,Mid,Rock Creek Drainage,10380,5.1,3,Brookies,Moderate,0,0,0,1,0,0,1,1,0,0,0,1,4,Infrequent stocking; Big fish potential; Good elevation; Good size; Good habitat
X-58,Swasey,Yellowstone Drainage,10810,36.0,30,"Brookies, Cutthroats",High,0,0,1,0,0,1,0,0,0,0,1,1,4,natural repro; big fish potential; good depth (30ft); cutthroat; good habitat
X-59,,Yellowstone Drainage,10706,4.5,13,"Brookies, Cutthroats",Moderate,0,0,1,0,0,0,1,1,0,0,1,0,4,natural repro; good elev (10706ft); good size (4.5ac); cutthroat
X-6,Fish Hatchery,Rock Creek Drainage,10230,37.2,28,Brookies,High,0,0,0,1,0,1,1,0,0,0,0,1,4,Infrequent stocking; Big fish potential; Good depth; Good elevation; Good habitat
X-66,Mud,Lake Fork Drainage,10340,2.5,5,Brookies,Low,1,0,0,0,0,0,1,1,0,0,0,1,4,Light pressure; Good elevation; Good size (2.5ac); Good habitat
X-7,Betsey,Rock Creek Drainage,10350,33.8,44,"Brookies*, Cutthroats",High,0,0,0,0,0,1,1,0,0,0,1,1,4,Big fish potential; Good depth; Good elevation; Cutthroats; Good habitat
X-8,Pine Island,Rock Creek Drainage,10300,79.6,44,Brookies,High,0,1,0,0,0,1,1,0,0,0,0,1,4,Remote/off-trail; Big fish potential; Good depth; Good elevation; Good habitat
X-86,,Lake Fork Drainage,10819,6.9,12,Brookies,Low,1,1,0,0,0,0,0,1,0,0,0,1,4,Light pressure; Remote/off-trail; Good size (6.9ac); Good habitat
X-88,Ottoson Lower,Lake Fork Drainage,,9.1,8,Cutthroats,Low,1,0,1,0,0,0,0,1,0,0,1,0,4,Light pressure; Natural repro; Good size (9.1ac); Cutthroat
X-95,Squaw,Rock Creek Drainage,10483,10.4,9,Brookies,High,0,0,0,1,0,0,1,1,0,0,0,1,4,Infrequent stocking; Big fish potential; Good elevation; Good size; Good habitat
X-96,Rock 1,Rock Creek Drainage,,4.8,19,Brookies,Low,1,0,0,1,0,1,0,1,0,0,0,0,4,Light pressure; Infrequent stocking; Good depth; Good size
X-97,Rock 2,Rock Creek Drainage,,7.7,17,Brookies,Low,1,0,1,0,0,1,0,1,0,0,0,0,4,Light pressure; Natural repro; Good depth; Good size
Y-19,,Yellowstone Drainage,11268,6.2,15,Brookies,Low,1,0,0,1,0,1,0,1,0,0,0,0,4,light pressure; infrequent stocking; good depth (15ft); good size (6.2ac)
Y-25,Milk,Yellowstone Drainage,10983,17.5,20,Brookies,Low,1,0,0,1,0,1,0,1,0,0,0,0,4,light pressure; infrequent stocking; good depth (20ft); good size (17.5ac)
Y-37,,Yellowstone Drainage,10823,13.0,12,Brookies,Low,1,1,0,1,0,0,0,1,0,0,0,0,4,light pressure; remote/off-trail; infrequent stocking; good size (13.0ac)
Y-5,,Yellowstone Drainage,11685,1.8,6,Brookies,Low,1,1,1,0,0,0,0,0,0,0,0,1,4,light pressure; remote/off-trail; natural repro; good habitat
Z-1,Butterfly,Duchesne River Drainage,10300,4.3,13,"Brookies, Grayling, Rainbows, Tigers",High,0,0,0,0,0,0,1,1,1,1,0,0,4,Big fish potential; Good elevation; Good size (4.3ac); Tigers; Grayling
Z-14,Wyman,Duchesne River Drainage,9980,6.5,17,Brookies,Moderate,0,0,0,0,0,1,1,1,0,0,0,1,4,Big fish potential; Good depth (17ft); Good elevation; Good size (6.5ac); Good habitat
Z-20,Blythe,Duchesne River Drainage,9000,5.0,14,Brookies,Moderate,0,1,0,0,0,0,1,1,0,0,0,1,4,Remote/off-trail; Good elevation; Good size (5.0ac); Good habitat
Z-24,Governor Dern,Rock Creek Drainage,9990,32.0,9,"Brookies, Cutthroats",High,0,0,0,1,0,0,1,0,0,0,1,1,4,Infrequent stocking; Big fish potential; Good elevation; Cutthroats; Good habitat
Z-25,Rainbow,Rock Creek Drainage,9930,17.9,15,Brookies,High,0,0,0,0,0,1,1,1,0,0,0,1,4,Big fish potential; Good depth; Good elevation; Good size; Good habitat
Z-29,Lost,Rock Creek Drainage,10030,14.0,15,Brookies,Moderate,0,0,0,0,0,1,1,1,0,0,0,1,4,Good depth; Good elevation; Good size; Good habitat
Z-30,Powell,Rock Creek Drainage,9980,22.4,15,Cutthroats,Moderate,0,0,0,0,0,1,1,0,0,0,1,1,4,Good depth; Good elevation; Cutthroats; Good habitat
Z-31,Morat #1,Duchesne River Drainage,10740,5.4,13,Cutthroats,Moderate,0,0,0,0,0,0,1,1,0,0,1,1,4,Good elevation; Good size (5.4ac); Cutthroat; Good habitat
Z-36,Everman,Rock Creek Drainage,10520,7.8,7,Brookies,Moderate,0,0,0,1,0,0,1,1,0,0,0,1,4,Infrequent stocking; Big fish potential; Good elevation; Good size; Good habitat
Z-39,Dale,Rock Creek Drainage,10700,12.9,25,Brookies,High,0,0,0,0,0,1,1,1,0,0,0,1,4,Big fish potential; Good depth; Good elevation; Good size; Good habitat
Z-4,Moosehorn,Duchesne River Drainage,10400,8.0,11,Rainbows,High,0,1,0,0,0,0,1,1,0,0,0,1,4,Remote/off-trail; Good elevation; Good size (8.0ac); Good habitat
Z-40,Dean,Rock Creek Drainage,10755,24.0,44,Brookies,Moderate,0,1,0,0,0,1,1,0,0,0,0,1,4,Remote/off-trail; Good depth; Good elevation; Good habitat
Z-41,Jean,Rock Creek Drainage,10753,23.2,23,"Brookies, Cutthroats",Moderate,0,0,0,0,0,1,1,0,0,0,1,1,4,Big fish potential; Good depth; Good elevation; Cutthroats; Good habitat
Z-6,Bonnie,Duchesne River Drainage,10100,3.6,7,"Brookies, Cutthroats",High,0,0,0,0,0,0,1,1,0,0,1,1,4,Big fish potential; Good elevation; Good size (3.6ac); Cutthroat; Good habitat
Z-8,Maba,Duchesne River Drainage,9900,4.2,20,Brookies,High,0,0,0,0,0,1,1,1,0,0,0,1,4,Big fish potential; Good depth (20ft); Good elevation; Good size (4.2ac); Good habitat
A-1,Alexander,Provo River Drainage,9360,23.0,28,Brookies,High,0,0,0,0,0,1,1,0,0,0,0,1,3,Big fish potential; Good depth; Good elevation; Good habitat
A-23,Washington,Provo River Drainage,9900,106.0,70,"Brookies, Cutthroats, Rainbows",High,0,0,0,0,0,0,1,0,0,0,1,1,3,Big fish potential; Good elevation; Cutthroats; Good habitat
A-24,Lily Upper,Provo River Drainage,10020,3.2,12,,,0,0,0,0,0,0,1,1,0,0,0,1,3,Good elevation; Good size; Good habitat
A-26,Petit (Junior #5),Provo River Drainage,10300,2.0,3,Brookies,Moderate,0,0,0,0,0,0,1,1,0,0,0,1,3,Good elevation; Good size; Good habitat
A-27,Watson,Provo River Drainage,10420,6.0,10,Brookies,Moderate,0,0,0,0,0,0,1,1,0,0,0,1,3,Big fish potential; Good elevation; Good size; Good habitat
A-31,James,Provo River Drainage,10500,2.1,8,Brookies,Moderate,0,0,0,0,0,0,1,1,0,0,0,1,3,Good elevation; Good size; Good habitat
A-33,Twin Lower,Provo River Drainage,10410,3.0,14,Brookies,High,0,0,0,0,0,0,1,1,0,0,0,1,3,Big fish potential; Good elevation; Good size; Good habitat
A-41,Trident,Provo River Drainage,9400,4.0,5,Brookies,High,0,0,0,0,0,0,1,1,0,0,0,1,3,Big fish potential; Good elevation; Good size; Good habitat
A-47,Clegg,Provo River Drainage,10460,5.1,12,Brookies,Moderate,0,0,0,0,0,0,1,1,0,0,0,1,3,Good elevation; Good size; Good habitat
A-51,Crystal,Provo River Drainage,10020,9.8,7,Brookies,High,0,0,0,0,0,0,1,1,0,0,0,1,3,Big fish potential; Good elevation; Good size; Good habitat
A-58,Lilly,Provo River Drainage,9800,4.1,13,Rainbows,Moderate,0,0,0,0,0,0,1,1,0,0,0,1,3,Big fish potential; Good elevation; Good size; Good habitat
A-6,Beth,Provo River Drainage,9780,5.4,10,Brookies,High,0,0,0,0,0,0,1,1,0,0,0,1,3,Big fish potential; Good elevation; Good size; Good habitat
BR-11,Lilly,Bear River Drainage,8890,10.5,20,Rainbows,Moderate,0,0,0,0,0,1,0,1,0,0,0,1,3,Big fish potential; Good depth (20ft); Good size (10.5ac); Good habitat
BR-12,Scow,Bear River Drainage,10100,21.4,6,Brookies,Low,1,0,0,0,0,0,1,0,0,0,0,1,3,Light pressure; Big fish potential; Good elevation; Good habitat
BR-43,,Bear River Drainage,,,,Tigers,,0,1,0,0,0,0,0,0,1,0,0,1,3,Remote/off-trail; Tigers; Good habitat
D-33,Iron Mine,Duchesne River Drainage,9580,6.1,21,,,0,0,0,0,0,1,1,1,0,0,0,0,3,Good depth (21ft); Good elevation; Good size (6.1ac)
DF-11,East Kibah,Ashley Creek Drainage,10495,2.9,12,"Brookies, Rainbows*",Moderate,0,0,0,0,0,0,1,1,0,0,0,1,3,"Good elevation, Good size, Good habitat"
DF-12,Finger Kibah,Ashley Creek Drainage,10515,4.7,9,Brookies,Moderate,0,0,0,1,0,0,1,1,0,0,0,0,3,"Infrequent stocking, Good elevation, Good size"
DF-15,North Kibah,Ashley Creek Drainage,10750,4.5,12,,,0,1,0,0,0,0,1,1,0,0,0,0,3,"Remote/off-trail, Good elevation, Good size"
DG-29,,Dry Gulch Drainage,9500,2.0,8,,,0,0,0,0,0,0,1,1,0,0,0,1,3,"good elev (9500ft), good size (2.0ac), good habitat"
G-105,Wagonwheel,Blacks Fork Drainage,,,,Cutthroats,,0,0,1,0,0,0,0,0,0,0,1,1,3,natural repro; cutthroat; good habitat
G-19,Marsh,Smiths Fork Drainage,9335,33.6,35,"Brookies, Rainbows",High,0,0,0,0,0,1,1,0,0,0,0,1,3,big fish potential; good depth (35ft); good elev (9335ft); good habitat
G-20,Bridger,Smiths Fork Drainage,9350,21.0,15,"Brookies, Rainbows",High,0,0,0,0,0,1,1,0,0,0,0,1,3,big fish potential; good depth (15ft); good elev (9350ft); good habitat
G-25,Lower Lyman,Blacks Fork Drainage,9276,4.5,25,Rainbows,High,0,0,0,0,0,1,1,1,0,0,0,0,3,big fish potential; good depth (25ft); good elev (9276ft); good size (4.5ac)
G-27,Lyman,Blacks Fork Drainage,9311,35.3,30,Rainbows,Moderate,0,0,0,0,0,1,1,0,0,0,0,1,3,big fish potential; good depth (30ft); good elev (9311ft); good habitat
G-34,,Smiths Fork Drainage,9390,1.0,6,"Brookies, Rainbows",Moderate,0,0,1,0,0,0,1,0,0,0,0,1,3,natural repro; big fish potential; good elev (9390ft); good habitat
G-56,,Smiths Fork Drainage,11460,1.5,12,Brookies,Low,1,0,0,1,0,0,0,0,0,0,0,1,3,light pressure; infrequent stocking; good habitat
G-71,,Blacks Fork Drainage,11527,2.7,14,Brookies,n/a,0,0,0,1,0,0,0,1,0,0,0,1,3,infrequent stocking; good size (2.7ac); good habitat
G-98,,Henrys Fork Drainage,11208,5.4,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,"remote/off-trail, good size (5.4ac), good habitat"
GR-119,,Ashley Creek Drainage,,,,Grayling,,0,0,1,1,0,0,0,0,0,1,0,0,3,"Natural repro, Infrequent stocking, Grayling"
GR-151,,Beaver Creek Drainage,11033,12.6,11,Brookies,Low,0,0,1,0,0,0,0,1,0,0,0,1,3,"natural repro, good size (12.6ac), good habitat"
GR-177,,Beaver Creek Drainage,10860,18.3,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,"remote/off-trail, big fish potential, good size (18.3ac), good habitat"
GR-179,,Beaver Creek Drainage,9770,5.5,11,Brookies,Low,0,0,1,0,0,0,1,1,0,0,0,0,3,"natural repro, good elev (9770ft), good size (5.5ac)"
GR-38,Deadman,Ashley Creek Drainage,10790,7.0,9,"Brookies, Cutthroats",High,0,0,0,0,0,0,1,1,0,0,1,0,3,"Big fish potential, Good elevation, Good size, Cutthroat"
RC-30,Gibby,Rock Creek Drainage,,1.9,25,"Brookies*, Cutthroats",Moderate,0,0,0,1,0,1,0,0,0,0,1,0,3,Infrequent stocking; Good depth; Cutthroats
U-100,,Uinta River Drainage,,,,Grayling,,0,0,1,1,0,0,0,0,0,1,0,0,3,"Natural repro, Infrequent stocking, Grayling"
U-14,Allred,Uinta River Drainage,10995,34.0,30,Brookies,Moderate,0,1,1,0,0,1,0,0,0,0,0,0,3,"Remote/off-trail, Natural repro, Good depth"
U-19,,Uinta River Drainage,11420,15.0,8,"Brookies, Goldens",Low,1,0,0,1,0,0,0,1,0,0,0,0,3,"Light pressure, Infrequent stocking, Good size"
U-27,Samuals,Uinta River Drainage,10995,4.8,7,Brookies,Low,1,0,1,0,0,0,0,1,0,0,0,0,3,"Light pressure, Natural repro, Good size"
U-3,Chain 1 (Lower),Uinta River Drainage,10580,62.0,38,Brookies,High,0,0,1,0,0,1,1,0,0,0,0,0,3,"Natural repro, Big fish potential, Good depth, Good elevation"
U-32,Bowden,Uinta River Drainage,10693,4.5,14,Brookies,Moderate,0,0,0,1,0,0,1,1,0,0,0,0,3,"Infrequent stocking, Good elevation, Good size"
U-36,,Uinta River Drainage,11100,4.6,7,Brookies,Moderate,0,0,1,0,0,0,0,1,0,0,0,1,3,"Natural repro, Good size, Good habitat"
U-37,,Uinta River Drainage,11180,6.3,12,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,0,3,"Light pressure, Infrequent stocking, Good size"
U-41,Verlie,Uinta River Drainage,10906,10.6,12,Brookies,Moderate,0,0,1,1,0,0,0,1,0,0,0,0,3,"Natural repro, Infrequent stocking, Good size"
U-46,Davis North,Uinta River Drainage,11060,7.3,7,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,0,3,"Light pressure, Infrequent stocking, Good size"
U-50,,Uinta River Drainage,10832,18.0,8,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,0,3,"Light pressure, Infrequent stocking, Good size"
U-75,,Uinta River Drainage,11390,6.9,18,Brookies,Low,0,0,0,1,0,1,0,1,0,0,0,0,3,"Infrequent stocking, Good depth, Good size"
W-14,,Weber River Drainage,,7.5,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,Remote/off-trail; Good size; Good habitat
W-15,,Weber River Drainage,,7.5,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,Remote/off-trail; Good size; Good habitat
W-20,Divide #2,Weber River Drainage,,3.5,10,Trout,Low,1,0,1,0,0,0,0,1,0,0,0,0,3,Light pressure; Natural repro; Good size
W-36,Notch,Weber River Drainage,10300,20.2,57,"Brookies, Cutthroats",Moderate,0,0,0,0,0,0,1,0,0,0,1,1,3,Big fish potential; Good elevation; Cutthroats; Good habitat
W-37,Bench,Weber River Drainage,10260,7.0,10,,,0,0,0,0,0,0,1,1,0,0,0,1,3,Good elevation; Good size; Good habitat
W-42,Cuberant #1,Weber River Drainage,,3.5,18,Brookies,Moderate,0,0,0,1,0,1,0,1,0,0,0,0,3,Infrequent stocking; Good depth; Good size
W-43,Cuberant #2,Weber River Drainage,,3.2,6,"Brookies, Cutthroats",Moderate,0,0,1,0,0,0,0,1,0,0,1,0,3,Natural repro; Good size; Cutthroats
W-44,Cuberant #3,Weber River Drainage,,3.5,24,Brookies,Moderate,0,0,0,1,0,1,0,1,0,0,0,0,3,Infrequent stocking; Good depth; Good size
W-5,,Weber River Drainage,,7.5,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,Remote/off-trail; Good size; Good habitat
W-54,,Weber River Drainage,,7.5,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,Remote/off-trail; Good size; Good habitat
W-56,,Weber River Drainage,,7.5,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,Remote/off-trail; Good size; Good habitat
W-60,,Weber River Drainage,,7.5,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,Remote/off-trail; Good size; Good habitat
W-61,,Weber River Drainage,,7.5,,,,0,1,0,0,0,0,0,1,0,0,0,1,3,Remote/off-trail; Good size; Good habitat
W-64,Elkhorn,Weber River Drainage,9680,1.5,10,Brookies,Moderate,0,0,0,1,0,0,1,0,0,0,0,1,3,Infrequent stocking; Big fish potential; Good elevation; Good habitat
WR-18,Paradise Park Reservoir,White Rocks Drainage,10000,137.0,36,Rainbows,High,0,0,1,0,0,1,1,0,0,0,0,0,3,"Natural repro, Big fish potential, Good depth, Good elevation"
WR-35,Rassmussen #1,White Rocks Drainage,10500,19.0,5,Brookies,Moderate,0,0,0,1,0,0,1,1,0,0,0,0,3,"Infrequent stocking, Good elevation, Good size"
